PC_ID,PC_SMILES,PC_HOMO,PC_LUMO,PC_S1,PC_T1_a,mordred_PC_0,mordred_PC_1,mordred_PC_2,mordred_PC_3,mordred_PC_4,Alc_ID,Alc_SMILES,Alc_HOMO,Alc_LUMO,Alc_BDFE,mordred_Alc_0,mordred_Alc_1,mordred_Alc_2,mordred_Alc_3,mordred_Alc_4,Yield
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.34262049,-0.50830148,3.9881,2.3854,2.291410398,-1.057682874,-8.270897879,-9.289443189,0.915590423,Alc16,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,-1.575475172,-5.792162856,22.9690514,-4.134971471,-12.12623408,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.34262049,-0.50830148,3.9881,2.3854,2.291410398,-1.057682874,-8.270897879,-9.289443189,0.915590423,Alc18,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,-12.40076038,-2.862124136,15.6389618,-2.537081149,-12.25747392,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,-11.71469047,-6.822840992,14.11444836,-1.521686394,29.80993616,8
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc4,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,33.09993447,2.951163937,-7.586083147,5.978377368,2.553950157,3
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,-14.62194718,28.80559974,-0.840053273,-5.971192521,5.315228113,2
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,23.62536858,0.661946499,-9.500574307,-8.115361088,-3.419895141,13
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc7,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,9.960979275,-7.691830153,-0.359370043,-7.888556589,3.458110622,88
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc8,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,-17.43227242,-12.22861103,0.615510936,5.636608796,-2.222466306,90
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc9,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,-19.749389,-10.63011667,-9.869495255,27.75351357,0.245719578,17
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc10,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,-2.587590608,-10.3303571,-15.95727555,-17.8057074,3.047377322,56
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc11,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,-27.79506717,-14.06511715,-12.55596764,-7.437160448,-7.622918174,70
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc12,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,47.28218669,-9.209036271,5.816920017,7.729107998,-0.753545312,5
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,-1.706180335,23.00233306,0.712412638,-2.276278132,-4.123322789,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc15,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,-4.385096277,24.21115311,-3.19848594,10.59038746,-1.904466232,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc16,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,-1.575475172,-5.792162856,22.9690514,-4.134971471,-12.12623408,36
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07650116,-0.6639484,3.7556,2.5906,52.09195081,-32.68490111,5.501424317,-10.35838143,1.167445778,Alc18,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,-12.40076038,-2.862124136,15.6389618,-2.537081149,-12.25747392,61
