PC_ID,PC_SMILES,RDKit_PC_0,RDKit_PC_1,RDKit_PC_2,RDKit_PC_3,RDKit_PC_4,RDKit_PC_5,RDKit_PC_6,Alc_ID,Alc_SMILES,RDKit_Alc_0,RDKit_Alc_1,RDKit_Alc_2,RDKit_Alc_3,RDKit_Alc_4,Yield
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,4.030498250695565,-2.7435804020080075,-1.27723030135882,-2.9129498137804313,0.715597813834319,-2.968825999510223,1.6618826414798409,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,3.6287556302249864,8.256066586984339,0.2267892719392928,1.5208249587768237,1.2024593741659857,0
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,4.030498250695565,-2.7435804020080075,-1.27723030135882,-2.9129498137804313,0.715597813834319,-2.968825999510223,1.6618826414798409,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,3.303674944423257,8.110435651427293,-0.24509024822658831,1.3832759094942717,1.102637608016922,0
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,4.030498250695565,-2.7435804020080075,-1.27723030135882,-2.9129498137804313,0.715597813834319,-2.968825999510223,1.6618826414798409,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-1.8376918725496683,-3.450207195067554,-2.5017564891735047,6.828511549039068,-3.1771061185589358,45
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,4.030498250695565,-2.7435804020080075,-1.27723030135882,-2.9129498137804313,0.715597813834319,-2.968825999510223,1.6618826414798409,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-5.024675709727069,-1.6428723224187132,-3.6692341073616217,4.564397916014463,-1.7304431820133825,48
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-3.9325327403319763,-1.9758498408634246,13.050802665313489,0.7547572677561092,-1.6492192307816502,2
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,8.561326757342208,-2.3749881150028402,-1.0851621491087649,-3.1417703394749976,-4.047160963376578,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0.7337558426861042,12.623610026628446,0.2757324841086324,0.19888954653614513,0.7063465756646664,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,6.8554706665320495,-1.2375134412637838,-0.6766488156801111,-4.3792818225529695,-3.742666640594492,8
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,1.1150374346656877,-2.9393432280975573,-1.0656851229081565,-1.4976395404529805,-2.2686524536806063,11
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-5.697542417627594,-2.4414248759004997,-1.0817003048202283,-0.007839460329959289,-0.16040799498958433,63
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-6.216566187645362,-2.3160578219846806,-1.2725365819702394,-0.8110883718435518,0.3233673348047168,9
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-3.4090105567491724,-1.3641602174775425,-1.7081517739562218,-4.969908996941525,2.168676863020629,18
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-10.016780159938795,-0.963029103068828,-1.195529485395622,-3.1915912384655587,4.225790284109075,86
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,11.936778368695343,-8.284666103894637,0.9481706572396412,2.7484626224446624,7.046378544213229,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,3.6287556302249864,8.256066586984339,0.2267892719392928,1.5208249587768237,1.2024593741659857,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,3.303674944423257,8.110435651427293,-0.24509024822658831,1.3832759094942717,1.102637608016922,0
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-1.8376918725496683,-3.450207195067554,-2.5017564891735047,6.828511549039068,-3.1771061185589358,31
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-3.572484944704844,-4.0413198461357,3.1809428051197512,-1.3397369475398742,3.914544173620842,-1.086384292277208,0.04750741007867724,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-5.024675709727069,-1.6428723224187132,-3.6692341073616217,4.564397916014463,-1.7304431820133825,23
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-3.9325327403319763,-1.9758498408634246,13.050802665313489,0.7547572677561092,-1.6492192307816502,0
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,8.561326757342208,-2.3749881150028402,-1.0851621491087649,-3.1417703394749976,-4.047160963376578,4
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0.7337558426861042,12.623610026628446,0.2757324841086324,0.19888954653614513,0.7063465756646664,29
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,6.8554706665320495,-1.2375134412637838,-0.6766488156801111,-4.3792818225529695,-3.742666640594492,17
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,1.1150374346656877,-2.9393432280975573,-1.0656851229081565,-1.4976395404529805,-2.2686524536806063,50
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-5.697542417627594,-2.4414248759004997,-1.0817003048202283,-0.007839460329959289,-0.16040799498958433,53
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-6.216566187645362,-2.3160578219846806,-1.2725365819702394,-0.8110883718435518,0.3233673348047168,12
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-3.4090105567491724,-1.3641602174775425,-1.7081517739562218,-4.969908996941525,2.168676863020629,3
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-10.016780159938795,-0.963029103068828,-1.195529485395622,-3.1915912384655587,4.225790284109075,24
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,11.936778368695343,-8.284666103894637,0.9481706572396412,2.7484626224446624,7.046378544213229,13
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,3.6287556302249864,8.256066586984339,0.2267892719392928,1.5208249587768237,1.2024593741659857,14
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,3.303674944423257,8.110435651427293,-0.24509024822658831,1.3832759094942717,1.102637608016922,30
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-1.8376918725496683,-3.450207195067554,-2.5017564891735047,6.828511549039068,-3.1771061185589358,11
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-1.0499893594483583,-0.277695958126802,-7.404673196619356,0.2371034926598238,-3.9330498149503708,5.061362788355811,-2.7801922499980285,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-5.024675709727069,-1.6428723224187132,-3.6692341073616217,4.564397916014463,-1.7304431820133825,18
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-3.9325327403319763,-1.9758498408634246,13.050802665313489,0.7547572677561092,-1.6492192307816502,3
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,8.561326757342208,-2.3749881150028402,-1.0851621491087649,-3.1417703394749976,-4.047160963376578,1
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0.7337558426861042,12.623610026628446,0.2757324841086324,0.19888954653614513,0.7063465756646664,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,6.8554706665320495,-1.2375134412637838,-0.6766488156801111,-4.3792818225529695,-3.742666640594492,4
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,1.1150374346656877,-2.9393432280975573,-1.0656851229081565,-1.4976395404529805,-2.2686524536806063,39
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-5.697542417627594,-2.4414248759004997,-1.0817003048202283,-0.007839460329959289,-0.16040799498958433,73
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-6.216566187645362,-2.3160578219846806,-1.2725365819702394,-0.8110883718435518,0.3233673348047168,3
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-3.4090105567491724,-1.3641602174775425,-1.7081517739562218,-4.969908996941525,2.168676863020629,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-10.016780159938795,-0.963029103068828,-1.195529485395622,-3.1915912384655587,4.225790284109075,40
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,11.936778368695343,-8.284666103894637,0.9481706572396412,2.7484626224446624,7.046378544213229,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,3.6287556302249864,8.256066586984339,0.2267892719392928,1.5208249587768237,1.2024593741659857,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,3.303674944423257,8.110435651427293,-0.24509024822658831,1.3832759094942717,1.102637608016922,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-1.8376918725496683,-3.450207195067554,-2.5017564891735047,6.828511549039068,-3.1771061185589358,30
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-4.2916743605955485,-1.5413293336175358,-2.6665386752150138,0.23151080417421036,0.838956466431354,-0.5007960943954676,0.11441250325914659,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-5.024675709727069,-1.6428723224187132,-3.6692341073616217,4.564397916014463,-1.7304431820133825,2
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-3.9325327403319763,-1.9758498408634246,13.050802665313489,0.7547572677561092,-1.6492192307816502,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,8.561326757342208,-2.3749881150028402,-1.0851621491087649,-3.1417703394749976,-4.047160963376578,3
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0.7337558426861042,12.623610026628446,0.2757324841086324,0.19888954653614513,0.7063465756646664,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,6.8554706665320495,-1.2375134412637838,-0.6766488156801111,-4.3792818225529695,-3.742666640594492,7
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,1.1150374346656877,-2.9393432280975573,-1.0656851229081565,-1.4976395404529805,-2.2686524536806063,51
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-5.697542417627594,-2.4414248759004997,-1.0817003048202283,-0.007839460329959289,-0.16040799498958433,72
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-6.216566187645362,-2.3160578219846806,-1.2725365819702394,-0.8110883718435518,0.3233673348047168,7
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-3.4090105567491724,-1.3641602174775425,-1.7081517739562218,-4.969908996941525,2.168676863020629,24
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-10.016780159938795,-0.963029103068828,-1.195529485395622,-3.1915912384655587,4.225790284109075,50
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,11.936778368695343,-8.284666103894637,0.9481706572396412,2.7484626224446624,7.046378544213229,1
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,3.6287556302249864,8.256066586984339,0.2267892719392928,1.5208249587768237,1.2024593741659857,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,3.303674944423257,8.110435651427293,-0.24509024822658831,1.3832759094942717,1.102637608016922,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-1.8376918725496683,-3.450207195067554,-2.5017564891735047,6.828511549039068,-3.1771061185589358,33
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-2.2384939323599444,1.2888102295805828,-1.7050459390579904,0.4837899516641028,7.294024075982602,1.5791369001598736,-4.470469890243635,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-5.024675709727069,-1.6428723224187132,-3.6692341073616217,4.564397916014463,-1.7304431820133825,25
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-1.053938593933334,7.847164866449023,0.9087781705713565,3.6642719201505543,0.1145589390769734,3.457166254920502,4.8380471383945745,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-3.9325327403319763,-1.9758498408634246,13.050802665313489,0.7547572677561092,-1.6492192307816502,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-1.053938593933334,7.847164866449023,0.9087781705713565,3.6642719201505543,0.1145589390769734,3.457166254920502,4.8380471383945745,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,8.561326757342208,-2.3749881150028402,-1.0851621491087649,-3.1417703394749976,-4.047160963376578,0
