PC_ID,PC_SMILES,PC_lSOMO,PC_uSOMO,PC_S1,PC_T1_a,Alc_ID,Alc_SMILES,Alc_HOMO,Alc_LUMO,Alc_BDE,Yield
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,4
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,39
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,73
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,3
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,40
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,30
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,-9.46453002,-6.34887052,3.9761,2.5987,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,2
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,3
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,7
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,51
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,72
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,7
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,24
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,50
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,1
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,33
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-9.31296475,-6.47104791,3.9726,2.546,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,25
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,27
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,2
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,4
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,-8.59024059,-5.92084149,4.0845,2.642,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,1
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,2
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,2
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,-7.98452373,-4.53471315,4.0322,2.6504,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,0
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,1
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,0
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,1
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,4
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,3
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,7
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,5
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,0
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,37
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,0
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,2
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,5
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,1
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,-8.7401732,-5.10342305,3.8604,2.5643,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,7
