PC_ID,PC_SMILES,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,Alc_ID,Alc_SMILES,alc1,alc2,alc3,alc4,alc5,alc6,alc7,alc8,alc9,alc10,alc11,alc12,alc13,alc14,Yield
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
PC4,O=C(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33
PC5,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
PC6,O=C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PC7,O=C(C1=CC=C(N(C)C)C=C1)C2=CC=C(N(C)C)C=C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
