PC_ID,PC_SMILES,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,Alc_ID,Alc_SMILES,alc1,alc2,alc3,alc4,alc5,alc6,alc7,alc8,alc9,alc10,alc11,alc12,alc13,alc14,Yield
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PC8,O=C1C2=C(C=CC=C2)NC3=CC=CC=C31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61
