PC_ID,PC_SMILES,mordred_PC_0,mordred_PC_1,mordred_PC_2,mordred_PC_3,mordred_PC_4,Alc_ID,Alc_SMILES,mordred_Alc_0,mordred_Alc_1,mordred_Alc_2,mordred_Alc_3,mordred_Alc_4,Yield
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-11.714690469940344,-6.822840991567952,14.11444836346686,-1.5216863939532244,29.809936162728594,14
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,33.09993446865644,2.951163937294159,-7.5860831470949295,5.978377367716982,2.5539501572103003,4
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-14.621947177823323,28.805599738215527,-0.8400532733976523,-5.971192521408499,5.315228113336371,18
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,23.625368576678728,0.6619464988916901,-9.500574307272466,-8.115361087721976,-3.4198951408940945,11
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,9.960979274628109,-7.691830153042378,-0.35937004309749665,-7.888556589052687,3.458110622440139,78
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-17.43227241625879,-12.228611027141167,0.6155109360312266,5.636608796352923,-2.2224663056516287,90
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-19.74938900002256,-10.630116665241635,-9.86949525509207,27.753513574115697,0.2457195777783765,13
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-2.5875906081422952,-10.330357095431811,-15.95727555019743,-17.805707404654573,3.0473773223876877,53
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-27.79506717114808,-14.065117148658988,-12.555967639661993,-7.437160448279818,-7.622918173520379,86
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,47.28218669032973,-9.20903627058819,5.816920016631288,7.729107997633393,-0.7535453122307358,5
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-1.7061803353694114,23.00233306335261,0.7124126383467134,-2.2762781323728816,-4.1233227890085535,0
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-4.385096276883608,24.211153106243138,-3.1984859401720622,10.59038746196733,-1.9044662320100847,0
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-1.5754751723008105,-5.7921628564683205,22.96905140289883,-4.134971470895573,-12.126234082169276,45
PC1,O=C1C2=C(C=CC=C2)[Si](C)(C)C3=CC=CC=C31,7.200801670332541,-17.66863829864611,0.42678555801525697,28.770576996375063,6.206296246792424,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-12.4007603824038,-2.8621241358566927,15.638961798611154,-2.537081149447088,-12.25747392039672,48
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-11.714690469940344,-6.822840991567952,14.11444836346686,-1.5216863939532244,29.809936162728594,2
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,33.09993446865644,2.951163937294159,-7.5860831470949295,5.978377367716982,2.5539501572103003,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-14.621947177823323,28.805599738215527,-0.8400532733976523,-5.971192521408499,5.315228113336371,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,23.625368576678728,0.6619464988916901,-9.500574307272466,-8.115361087721976,-3.4198951408940945,8
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,9.960979274628109,-7.691830153042378,-0.35937004309749665,-7.888556589052687,3.458110622440139,11
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-17.43227241625879,-12.228611027141167,0.6155109360312266,5.636608796352923,-2.2224663056516287,63
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-19.74938900002256,-10.630116665241635,-9.86949525509207,27.753513574115697,0.2457195777783765,9
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-2.5875906081422952,-10.330357095431811,-15.95727555019743,-17.805707404654573,3.0473773223876877,18
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-27.79506717114808,-14.065117148658988,-12.555967639661993,-7.437160448279818,-7.622918173520379,86
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,47.28218669032973,-9.20903627058819,5.816920016631288,7.729107997633393,-0.7535453122307358,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-1.7061803353694114,23.00233306335261,0.7124126383467134,-2.2762781323728816,-4.1233227890085535,1
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-4.385096276883608,24.211153106243138,-3.1984859401720622,10.59038746196733,-1.9044662320100847,0
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-1.5754751723008105,-5.7921628564683205,22.96905140289883,-4.134971470895573,-12.126234082169276,31
PC2,O=C1C2=C(C=CC=C2)SC3=CC=CC=C31,-13.958229373577927,-11.098387395293901,6.342707265228958,-2.6171703103005695,4.74149536859687,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-12.4007603824038,-2.8621241358566927,15.638961798611154,-2.537081149447088,-12.25747392039672,23
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-12.210386412660293,-6.040413137469239,6.784786865956216,-4.113330368779245,-6.352323558951044,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-11.714690469940344,-6.822840991567952,14.11444836346686,-1.5216863939532244,29.809936162728594,0
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-12.210386412660293,-6.040413137469239,6.784786865956216,-4.113330368779245,-6.352323558951044,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,33.09993446865644,2.951163937294159,-7.5860831470949295,5.978377367716982,2.5539501572103003,4
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-12.210386412660293,-6.040413137469239,6.784786865956216,-4.113330368779245,-6.352323558951044,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-14.621947177823323,28.805599738215527,-0.8400532733976523,-5.971192521408499,5.315228113336371,29
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-12.210386412660293,-6.040413137469239,6.784786865956216,-4.113330368779245,-6.352323558951044,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,23.625368576678728,0.6619464988916901,-9.500574307272466,-8.115361087721976,-3.4198951408940945,17
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-12.210386412660293,-6.040413137469239,6.784786865956216,-4.113330368779245,-6.352323558951044,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,9.960979274628109,-7.691830153042378,-0.35937004309749665,-7.888556589052687,3.458110622440139,50
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-12.210386412660293,-6.040413137469239,6.784786865956216,-4.113330368779245,-6.352323558951044,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-17.43227241625879,-12.228611027141167,0.6155109360312266,5.636608796352923,-2.2224663056516287,53
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-12.210386412660293,-6.040413137469239,6.784786865956216,-4.113330368779245,-6.352323558951044,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-19.74938900002256,-10.630116665241635,-9.86949525509207,27.753513574115697,0.2457195777783765,12
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-12.210386412660293,-6.040413137469239,6.784786865956216,-4.113330368779245,-6.352323558951044,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-2.5875906081422952,-10.330357095431811,-15.95727555019743,-17.805707404654573,3.0473773223876877,3
PC3,O=C1C2=C(C=CC=C2)C(C3=CC=CC=C31)=O,-12.210386412660293,-6.040413137469239,6.784786865956216,-4.113330368779245,-6.352323558951044,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-27.79506717114808,-14.065117148658988,-12.555967639661993,-7.437160448279818,-7.622918173520379,24
